name,category,description,packSize,price,mrp,stock,imagePath,image,merchantId,discount,isOrganic
Gemini White Bread,Bread & Bakery,Gemini White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,269,403,64,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/gemini_white_bread.png,mkGold/products/default.png,,0,FALSE
Patanjali White Bread,Bread & Bakery,Patanjali White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,271,384,328,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/patanjali_white_bread.png,mkGold/products/default.png,,0,FALSE
Fortune White Bread,Bread & Bakery,Fortune White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,188,439,105,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/fortune_white_bread.png,mkGold/products/default.png,,0,FALSE
Organic India White Bread,Bread & Bakery,Organic India White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,335,435,480,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/organic_india_white_bread.png,mkGold/products/default.png,,0,FALSE
Aashirvaad White Bread,Bread & Bakery,Aashirvaad White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,240,404,493,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/aashirvaad_white_bread.png,mkGold/products/default.png,,0,FALSE
HUL White Bread,Bread & Bakery,HUL White Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,227,373,446,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/hul_white_bread.png,mkGold/products/default.png,,0,FALSE
Amul Multigrain Bread,Bread & Bakery,Amul Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,105,444,277,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/amul_multigrain_bread.png,mkGold/products/default.png,,0,FALSE
Dhara Multigrain Bread,Bread & Bakery,Dhara Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,49,411,269,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/dhara_multigrain_bread.png,mkGold/products/default.png,,0,FALSE
Heritage Multigrain Bread,Bread & Bakery,Heritage Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,196,439,195,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/heritage_multigrain_bread.png,mkGold/products/default.png,,0,FALSE
Patanjali Multigrain Bread,Bread & Bakery,Patanjali Multigrain Bread is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,253,435,51,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/bread_bakery/patanjali_multigrain_bread.png,mkGold/products/default.png,,0,FALSE
24 Mantra Basmati Rice,Rice & Atta,24 Mantra Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,154,418,323,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/24_mantra_basmati_rice.png,mkGold/products/default.png,,0,FALSE
Paper Boat Basmati Rice,Rice & Atta,Paper Boat Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,329,380,463,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/paper_boat_basmati_rice.png,mkGold/products/default.png,,0,FALSE
Amul Basmati Rice,Rice & Atta,Amul Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,139,438,411,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/amul_basmati_rice.png,mkGold/products/default.png,,0,FALSE
Heritage Basmati Rice,Rice & Atta,Heritage Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,201,370,176,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/heritage_basmati_rice.png,mkGold/products/default.png,,0,FALSE
Gemini Basmati Rice,Rice & Atta,Gemini Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,323,433,423,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/gemini_basmati_rice.png,mkGold/products/default.png,,0,FALSE
Nestle Basmati Rice,Rice & Atta,Nestle Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,143,447,269,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/nestle_basmati_rice.png,mkGold/products/default.png,,0,FALSE
HUL Basmati Rice,Rice & Atta,HUL Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,70,431,79,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/hul_basmati_rice.png,mkGold/products/default.png,,0,FALSE
Aashirvaad Basmati Rice,Rice & Atta,Aashirvaad Basmati Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,169,446,257,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/aashirvaad_basmati_rice.png,mkGold/products/default.png,,0,FALSE
Dhara Sona Masoori Rice,Rice & Atta,Dhara Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,234,434,383,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/dhara_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Dabur Sona Masoori Rice,Rice & Atta,Dabur Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,348,378,350,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/dabur_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Saffola Sona Masoori Rice,Rice & Atta,Saffola Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,103,409,444,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/saffola_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Patanjali Sona Masoori Rice,Rice & Atta,Patanjali Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,199,437,356,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/patanjali_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Gemini Sona Masoori Rice,Rice & Atta,Gemini Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,262,370,334,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/gemini_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Nandini Sona Masoori Rice,Rice & Atta,Nandini Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,94,376,74,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/nandini_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Country Delight Sona Masoori Rice,Rice & Atta,Country Delight Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,187,379,188,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/country_delight_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Organic India Sona Masoori Rice,Rice & Atta,Organic India Sona Masoori Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,41,381,433,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/organic_india_sona_masoori_rice.png,mkGold/products/default.png,,0,FALSE
Heritage Brown Rice,Rice & Atta,Heritage Brown Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,295,367,344,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/heritage_brown_rice.png,mkGold/products/default.png,,0,FALSE
Patanjali Brown Rice,Rice & Atta,Patanjali Brown Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,265,446,175,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/patanjali_brown_rice.png,mkGold/products/default.png,,0,FALSE
Country Delight Brown Rice,Rice & Atta,Country Delight Brown Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,233,425,359,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/country_delight_brown_rice.png,mkGold/products/default.png,,0,FALSE
Fortune Brown Rice,Rice & Atta,Fortune Brown Rice is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,87,403,349,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/rice_atta/fortune_brown_rice.png,mkGold/products/default.png,,0,FALSE
Paper Boat Toor Dal,Dal & Pulses,Paper Boat Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,129,446,155,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/paper_boat_toor_dal.png,mkGold/products/default.png,,0,FALSE
Jersey Toor Dal,Dal & Pulses,Jersey Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,126,395,55,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/jersey_toor_dal.png,mkGold/products/default.png,,0,FALSE
HUL Toor Dal,Dal & Pulses,HUL Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,118,439,214,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/hul_toor_dal.png,mkGold/products/default.png,,0,FALSE
Britannia Toor Dal,Dal & Pulses,Britannia Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,42,383,438,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/britannia_toor_dal.png,mkGold/products/default.png,,0,FALSE
Fortune Toor Dal,Dal & Pulses,Fortune Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,298,435,431,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/fortune_toor_dal.png,mkGold/products/default.png,,0,FALSE
Dhara Toor Dal,Dal & Pulses,Dhara Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,205,440,224,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dhara_toor_dal.png,mkGold/products/default.png,,0,FALSE
Dabur Toor Dal,Dal & Pulses,Dabur Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,295,418,291,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dabur_toor_dal.png,mkGold/products/default.png,,0,FALSE
Heritage Toor Dal,Dal & Pulses,Heritage Toor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,176,422,252,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/heritage_toor_dal.png,mkGold/products/default.png,,0,FALSE
24 Mantra Moong Dal,Dal & Pulses,24 Mantra Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,69,381,167,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/24_mantra_moong_dal.png,mkGold/products/default.png,,0,FALSE
Saffola Moong Dal,Dal & Pulses,Saffola Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,247,368,399,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/saffola_moong_dal.png,mkGold/products/default.png,,0,FALSE
Organic India Moong Dal,Dal & Pulses,Organic India Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,196,387,335,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/organic_india_moong_dal.png,mkGold/products/default.png,,0,FALSE
Heritage Moong Dal,Dal & Pulses,Heritage Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,121,445,194,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/heritage_moong_dal.png,mkGold/products/default.png,,0,FALSE
ITC Moong Dal,Dal & Pulses,ITC Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,204,419,284,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/itc_moong_dal.png,mkGold/products/default.png,,0,FALSE
Country Delight Moong Dal,Dal & Pulses,Country Delight Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,78,443,272,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/country_delight_moong_dal.png,mkGold/products/default.png,,0,FALSE
Paper Boat Moong Dal,Dal & Pulses,Paper Boat Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,141,417,400,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/paper_boat_moong_dal.png,mkGold/products/default.png,,0,FALSE
Dhara Moong Dal,Dal & Pulses,Dhara Moong Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,279,440,304,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dhara_moong_dal.png,mkGold/products/default.png,,0,FALSE
HUL Urad Dal,Dal & Pulses,HUL Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,257,405,377,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/hul_urad_dal.png,mkGold/products/urad_dal.png,,0,FALSE
Gemini Urad Dal,Dal & Pulses,Gemini Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,298,416,240,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/gemini_urad_dal.png,mkGold/products/urad_dal.png,,0,FALSE
Nestle Urad Dal,Dal & Pulses,Nestle Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,335,384,329,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nestle_urad_dal.png,mkGold/products/urad_dal.png,,0,FALSE
Saffola Urad Dal,Dal & Pulses,Saffola Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,213,364,192,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/saffola_urad_dal.png,mkGold/products/urad_dal.png,,0,FALSE
Fortune Potato Chips,Snacks,Fortune Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,166,365,228,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_potato_chips.png,mkGold/products/default.png,,0,FALSE
Organic India Potato Chips,Snacks,Organic India Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,245,412,433,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/organic_india_potato_chips.png,mkGold/products/default.png,,0,FALSE
ITC Potato Chips,Snacks,ITC Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,145,396,404,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/itc_potato_chips.png,mkGold/products/default.png,,0,FALSE
Paper Boat Potato Chips,Snacks,Paper Boat Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,210,383,260,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_potato_chips.png,mkGold/products/default.png,,0,FALSE
24 Mantra Potato Chips,Snacks,24 Mantra Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,178,439,195,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/24_mantra_potato_chips.png,mkGold/products/default.png,,0,FALSE
Heritage Potato Chips,Snacks,Heritage Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,144,446,480,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/heritage_potato_chips.png,mkGold/products/default.png,,0,FALSE
Britannia Potato Chips,Snacks,Britannia Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,211,427,312,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/britannia_potato_chips.png,mkGold/products/default.png,,0,FALSE
Country Delight Potato Chips,Snacks,Country Delight Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,243,421,332,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/country_delight_potato_chips.png,mkGold/products/default.png,,0,FALSE
Country Delight Banana Chips,Snacks,Country Delight Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,304,418,365,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/country_delight_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Organic India Banana Chips,Snacks,Organic India Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,201,401,398,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/organic_india_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Amul Banana Chips,Snacks,Amul Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,297,427,118,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/amul_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Patanjali Banana Chips,Snacks,Patanjali Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,224,392,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/patanjali_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Nestle Banana Chips,Snacks,Nestle Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,288,425,309,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nestle_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Nandini Banana Chips,Snacks,Nandini Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,333,444,196,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nandini_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Paper Boat Banana Chips,Snacks,Paper Boat Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,321,360,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Dhara Banana Chips,Snacks,Dhara Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,266,410,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dhara_banana_chips.png,mkGold/products/banana.png,,0,FALSE
Fortune Mixture,Snacks,Fortune Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,119,409,493,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_mixture.png,mkGold/products/default.png,,0,FALSE
Britannia Mixture,Snacks,Britannia Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,348,443,403,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/britannia_mixture.png,mkGold/products/default.png,,0,FALSE
Dabur Mixture,Snacks,Dabur Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,315,405,251,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dabur_mixture.png,mkGold/products/default.png,,0,FALSE
Paper Boat Mixture,Snacks,Paper Boat Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,99,383,218,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_mixture.png,mkGold/products/default.png,,0,FALSE
Fortune Marie Biscuits,Biscuits,Fortune Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,94,385,329,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/fortune_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
Britannia Marie Biscuits,Biscuits,Britannia Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,118,418,124,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/britannia_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
Gemini Marie Biscuits,Biscuits,Gemini Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,315,426,290,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/gemini_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
Patanjali Marie Biscuits,Biscuits,Patanjali Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,299,377,73,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/patanjali_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
Nandini Marie Biscuits,Biscuits,Nandini Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,250,433,273,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/nandini_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
Aashirvaad Marie Biscuits,Biscuits,Aashirvaad Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,349,368,415,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/aashirvaad_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
Tata Marie Biscuits,Biscuits,Tata Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,82,374,231,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/tata_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
ITC Marie Biscuits,Biscuits,ITC Marie Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,70,377,402,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/itc_marie_biscuits.png,mkGold/products/default.png,,0,FALSE
HUL Cream Biscuits,Biscuits,HUL Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,74,419,492,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/hul_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
Organic India Cream Biscuits,Biscuits,Organic India Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,262,415,164,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/organic_india_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
Fortune Cream Biscuits,Biscuits,Fortune Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,101,381,129,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/fortune_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
Nandini Cream Biscuits,Biscuits,Nandini Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,164,396,397,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/nandini_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
Dabur Cream Biscuits,Biscuits,Dabur Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,163,405,484,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/dabur_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
Paper Boat Cream Biscuits,Biscuits,Paper Boat Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,168,366,113,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/paper_boat_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
Gemini Cream Biscuits,Biscuits,Gemini Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,205,381,238,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/gemini_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
Britannia Cream Biscuits,Biscuits,Britannia Cream Biscuits is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,228,428,84,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/biscuits/britannia_cream_biscuits.png,mkGold/products/default.png,,0,FALSE
