name,categoryName,description,packSize,price,mrp,stock,imagePath,image
Nestle Urad Dal,Dal & Pulses,Nestle Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,335,384,329,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nestle_urad_dal.png,mkGold/products/urad_dal.png
Saffola Urad Dal,Dal & Pulses,Saffola Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,213,364,192,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/saffola_urad_dal.png,mkGold/products/urad_dal.png
Organic India Urad Dal,Dal & Pulses,Organic India Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,45,444,117,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/organic_india_urad_dal.png,mkGold/products/urad_dal.png
Jersey Urad Dal,Dal & Pulses,Jersey Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,272,383,332,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/jersey_urad_dal.png,mkGold/products/urad_dal.png
ITC Urad Dal,Dal & Pulses,ITC Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,335,450,186,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/itc_urad_dal.png,mkGold/products/urad_dal.png
Paper Boat Urad Dal,Dal & Pulses,Paper Boat Urad Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,173,420,175,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/paper_boat_urad_dal.png,mkGold/products/urad_dal.png
Paper Boat Chana Dal,Dal & Pulses,Paper Boat Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,299,438,105,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/paper_boat_chana_dal.png,mkGold/products/default.png
Amul Chana Dal,Dal & Pulses,Amul Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,79,404,264,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/amul_chana_dal.png,mkGold/products/default.png
Heritage Chana Dal,Dal & Pulses,Heritage Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,240,440,81,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/heritage_chana_dal.png,mkGold/products/default.png
Tata Chana Dal,Dal & Pulses,Tata Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,277,435,461,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/tata_chana_dal.png,mkGold/products/default.png
Britannia Chana Dal,Dal & Pulses,Britannia Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,112,393,305,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/britannia_chana_dal.png,mkGold/products/default.png
Dhara Chana Dal,Dal & Pulses,Dhara Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,81,394,56,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dhara_chana_dal.png,mkGold/products/default.png
Fortune Chana Dal,Dal & Pulses,Fortune Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,68,396,396,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/fortune_chana_dal.png,mkGold/products/default.png
Aashirvaad Chana Dal,Dal & Pulses,Aashirvaad Chana Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,294,409,212,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/aashirvaad_chana_dal.png,mkGold/products/default.png
Dhara Masoor Dal,Dal & Pulses,Dhara Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,124,387,294,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dhara_masoor_dal.png,mkGold/products/default.png
Dabur Masoor Dal,Dal & Pulses,Dabur Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,332,436,285,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dabur_masoor_dal.png,mkGold/products/default.png
Saffola Masoor Dal,Dal & Pulses,Saffola Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,153,380,288,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/saffola_masoor_dal.png,mkGold/products/default.png
Nandini Masoor Dal,Dal & Pulses,Nandini Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,43,443,44,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nandini_masoor_dal.png,mkGold/products/default.png
Fortune Masoor Dal,Dal & Pulses,Fortune Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,250,410,182,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/fortune_masoor_dal.png,mkGold/products/default.png
24 Mantra Masoor Dal,Dal & Pulses,24 Mantra Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,110,415,167,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/24_mantra_masoor_dal.png,mkGold/products/default.png
Nestle Masoor Dal,Dal & Pulses,Nestle Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,82,366,41,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nestle_masoor_dal.png,mkGold/products/default.png
Country Delight Masoor Dal,Dal & Pulses,Country Delight Masoor Dal is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,108,374,106,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/country_delight_masoor_dal.png,mkGold/products/default.png
Fortune Rajma,Dal & Pulses,Fortune Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,206,396,326,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/fortune_rajma.png,mkGold/products/default.png
Patanjali Rajma,Dal & Pulses,Patanjali Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,140,397,436,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/patanjali_rajma.png,mkGold/products/default.png
Nandini Rajma,Dal & Pulses,Nandini Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,247,425,236,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nandini_rajma.png,mkGold/products/default.png
HUL Rajma,Dal & Pulses,HUL Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,105,360,491,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/hul_rajma.png,mkGold/products/default.png
Tata Rajma,Dal & Pulses,Tata Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,111,399,294,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/tata_rajma.png,mkGold/products/default.png
Gemini Rajma,Dal & Pulses,Gemini Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,342,446,454,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/gemini_rajma.png,mkGold/products/default.png
Nestle Rajma,Dal & Pulses,Nestle Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,191,408,318,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nestle_rajma.png,mkGold/products/default.png
Jersey Rajma,Dal & Pulses,Jersey Rajma is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,160,410,183,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/jersey_rajma.png,mkGold/products/default.png
Paper Boat Kabuli Chana,Dal & Pulses,Paper Boat Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,130,397,286,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/paper_boat_kabuli_chana.png,mkGold/products/default.png
Heritage Kabuli Chana,Dal & Pulses,Heritage Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,323,417,402,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/heritage_kabuli_chana.png,mkGold/products/default.png
Aashirvaad Kabuli Chana,Dal & Pulses,Aashirvaad Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,51,420,266,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/aashirvaad_kabuli_chana.png,mkGold/products/default.png
Saffola Kabuli Chana,Dal & Pulses,Saffola Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,71,425,390,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/saffola_kabuli_chana.png,mkGold/products/default.png
Jersey Kabuli Chana,Dal & Pulses,Jersey Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,102,437,459,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/jersey_kabuli_chana.png,mkGold/products/default.png
Dhara Kabuli Chana,Dal & Pulses,Dhara Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,254,404,53,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dhara_kabuli_chana.png,mkGold/products/default.png
Organic India Kabuli Chana,Dal & Pulses,Organic India Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,212,391,290,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/organic_india_kabuli_chana.png,mkGold/products/default.png
Patanjali Kabuli Chana,Dal & Pulses,Patanjali Kabuli Chana is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,256,375,209,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/patanjali_kabuli_chana.png,mkGold/products/default.png
Gemini Green Gram,Dal & Pulses,Gemini Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,44,401,250,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/gemini_green_gram.png,mkGold/products/default.png
Dabur Green Gram,Dal & Pulses,Dabur Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,136,408,472,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dabur_green_gram.png,mkGold/products/default.png
Paper Boat Green Gram,Dal & Pulses,Paper Boat Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,152,439,340,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/paper_boat_green_gram.png,mkGold/products/default.png
Dhara Green Gram,Dal & Pulses,Dhara Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,46,374,155,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/dhara_green_gram.png,mkGold/products/default.png
24 Mantra Green Gram,Dal & Pulses,24 Mantra Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,282,374,290,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/24_mantra_green_gram.png,mkGold/products/default.png
HUL Green Gram,Dal & Pulses,HUL Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,346,427,496,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/hul_green_gram.png,mkGold/products/default.png
Amul Green Gram,Dal & Pulses,Amul Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,288,419,130,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/amul_green_gram.png,mkGold/products/default.png
Saffola Green Gram,Dal & Pulses,Saffola Green Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,62,412,65,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/saffola_green_gram.png,mkGold/products/default.png
Tata Black Gram,Dal & Pulses,Tata Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,65,438,398,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/tata_black_gram.png,mkGold/products/default.png
Fortune Black Gram,Dal & Pulses,Fortune Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,40,427,97,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/fortune_black_gram.png,mkGold/products/default.png
Nandini Black Gram,Dal & Pulses,Nandini Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,229,396,128,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nandini_black_gram.png,mkGold/products/default.png
Paper Boat Black Gram,Dal & Pulses,Paper Boat Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,54,429,299,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/paper_boat_black_gram.png,mkGold/products/default.png
Nestle Black Gram,Dal & Pulses,Nestle Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,262,397,379,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nestle_black_gram.png,mkGold/products/default.png
Country Delight Black Gram,Dal & Pulses,Country Delight Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,134,368,142,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/country_delight_black_gram.png,mkGold/products/default.png
Patanjali Black Gram,Dal & Pulses,Patanjali Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,185,414,464,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/patanjali_black_gram.png,mkGold/products/default.png
Heritage Black Gram,Dal & Pulses,Heritage Black Gram is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,102,369,171,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/heritage_black_gram.png,mkGold/products/default.png
Nandini White Peas,Dal & Pulses,Nandini White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,40,447,108,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nandini_white_peas.png,mkGold/products/default.png
Patanjali White Peas,Dal & Pulses,Patanjali White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,284,386,159,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/patanjali_white_peas.png,mkGold/products/default.png
Britannia White Peas,Dal & Pulses,Britannia White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,312,442,137,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/britannia_white_peas.png,mkGold/products/default.png
Fortune White Peas,Dal & Pulses,Fortune White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,193,407,385,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/fortune_white_peas.png,mkGold/products/default.png
24 Mantra White Peas,Dal & Pulses,24 Mantra White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,325,366,235,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/24_mantra_white_peas.png,mkGold/products/default.png
Amul White Peas,Dal & Pulses,Amul White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,153,402,96,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/amul_white_peas.png,mkGold/products/default.png
Nestle White Peas,Dal & Pulses,Nestle White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,108,411,473,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/nestle_white_peas.png,mkGold/products/default.png
Organic India White Peas,Dal & Pulses,Organic India White Peas is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,147,412,199,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/dal_pulses/organic_india_white_peas.png,mkGold/products/default.png
Fortune Potato Chips,Snacks,Fortune Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,166,365,228,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_potato_chips.png,mkGold/products/default.png
Organic India Potato Chips,Snacks,Organic India Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,245,412,433,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/organic_india_potato_chips.png,mkGold/products/default.png
ITC Potato Chips,Snacks,ITC Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,145,396,404,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/itc_potato_chips.png,mkGold/products/default.png
Paper Boat Potato Chips,Snacks,Paper Boat Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,210,383,260,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_potato_chips.png,mkGold/products/default.png
24 Mantra Potato Chips,Snacks,24 Mantra Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,178,439,195,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/24_mantra_potato_chips.png,mkGold/products/default.png
Heritage Potato Chips,Snacks,Heritage Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,144,446,480,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/heritage_potato_chips.png,mkGold/products/default.png
Britannia Potato Chips,Snacks,Britannia Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,211,427,312,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/britannia_potato_chips.png,mkGold/products/default.png
Country Delight Potato Chips,Snacks,Country Delight Potato Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,243,421,332,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/country_delight_potato_chips.png,mkGold/products/default.png
Country Delight Banana Chips,Snacks,Country Delight Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,304,418,365,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/country_delight_banana_chips.png,mkGold/products/banana.png
Organic India Banana Chips,Snacks,Organic India Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,201,401,398,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/organic_india_banana_chips.png,mkGold/products/banana.png
Amul Banana Chips,Snacks,Amul Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,297,427,118,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/amul_banana_chips.png,mkGold/products/banana.png
Patanjali Banana Chips,Snacks,Patanjali Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,224,392,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/patanjali_banana_chips.png,mkGold/products/banana.png
Nestle Banana Chips,Snacks,Nestle Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,288,425,309,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nestle_banana_chips.png,mkGold/products/banana.png
Nandini Banana Chips,Snacks,Nandini Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,333,444,196,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nandini_banana_chips.png,mkGold/products/banana.png
Paper Boat Banana Chips,Snacks,Paper Boat Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,321,360,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_banana_chips.png,mkGold/products/banana.png
Dhara Banana Chips,Snacks,Dhara Banana Chips is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,266,410,254,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dhara_banana_chips.png,mkGold/products/banana.png
Fortune Mixture,Snacks,Fortune Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,119,409,493,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/fortune_mixture.png,mkGold/products/default.png
Britannia Mixture,Snacks,Britannia Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,348,443,403,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/britannia_mixture.png,mkGold/products/default.png
Dabur Mixture,Snacks,Dabur Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,315,405,251,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dabur_mixture.png,mkGold/products/default.png
Paper Boat Mixture,Snacks,Paper Boat Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,99,383,218,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/paper_boat_mixture.png,mkGold/products/default.png
Saffola Mixture,Snacks,Saffola Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,306,389,492,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/saffola_mixture.png,mkGold/products/default.png
Nandini Mixture,Snacks,Nandini Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 kg,192,368,190,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nandini_mixture.png,mkGold/products/default.png
Patanjali Mixture,Snacks,Patanjali Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,59,378,45,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/patanjali_mixture.png,mkGold/products/default.png
Nestle Mixture,Snacks,Nestle Mixture is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,121,388,272,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nestle_mixture.png,mkGold/products/default.png
Amul Aloo Bhujia,Snacks,Amul Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,238,370,464,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/amul_aloo_bhujia.png,mkGold/products/bhujia.png
Organic India Aloo Bhujia,Snacks,Organic India Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,250 g,231,374,368,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/organic_india_aloo_bhujia.png,mkGold/products/bhujia.png
24 Mantra Aloo Bhujia,Snacks,24 Mantra Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 ml,144,441,301,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/24_mantra_aloo_bhujia.png,mkGold/products/bhujia.png
Nestle Aloo Bhujia,Snacks,Nestle Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,500 g,285,390,453,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/nestle_aloo_bhujia.png,mkGold/products/bhujia.png
Dabur Aloo Bhujia,Snacks,Dabur Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,154,368,416,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/dabur_aloo_bhujia.png,mkGold/products/bhujia.png
Tata Aloo Bhujia,Snacks,Tata Aloo Bhujia is a trusted branded grocery product widely used in households. It is hygienically processed and packed to ensure consistent quality. Suitable for everyday needs.,1 L,85,447,50,C:\Users\paila praveen\OneDrive\Desktop\project\MKGold\products/snacks/tata_aloo_bhujia.png,mkGold/products/bhujia.png
